CodeGeneration,Code,Generation,Name,Latitude,Longitude,Altitude,Earliest annual mean,Latest annual mean,Status,StatusCode,Responsible Institute(s),Notes
MOS2,MOS,2,Moskva,55.478,37.311,192,,,Closed,3,http://izmiran.ru/?LANG=en and http://www.gcras.ru/eng/,
MRI1,MRI,1,Mauritius (Royal Alfred),-20.093,57.553,,1892,1965,Closed,3,,
MRM1,MRM,1,Murmansk,68.95,33.05,,1958,1960,Closed,3,,
MRN1,MRN,1,Marion Island,-46.875,37.847,,1973,1980,Closed,3,,
MSK1,MSK,1,Moskva,55.733,37.633,,1880,1888,Closed,3,,
MSR1,MSR,1,Matochkin Shar,73.263,56.397,,1923,1953,Closed,3,,Not continuous operation
MUB1,MUB,1,Murchison Bay,80.5,18.25,,1957,1959,Closed,3,,
MUT1,MUT,1,Muntinlupa,14.375,121.015,62,1951,,Closed,3,,
MWC1,MWC,1,Mt Wilson,34.14,-118.03,,1926,1958,Closed,3,Carnegie Institution of Washington,
MWR1,MWR,1,Mount Weather,39.067,-77.883,,1908,1908,Closed,3,United States Weather Bureau,
MZL1,MZL,1,Manzhouli,49.6,117.4,682,1984,,Open,2,,
NAI1,NAI,1,Nairobi,-1.327,36.815,1670,1964,1980,Closed,3,,
NAL1,NAL,1,New Alesund,78.917,11.933,12,1966,2002,Closed,3,,
NAN1,NAN,1,Nanking,32.06,118.78,,,,Closed,3,,
NAQ1,NAQ,1,Narsarsuaq,61.16,-45.44,4,1968,,Open,2,http://www.space.dtu.dk,
NCE1,NCE,1,Nice,43.717,7.3,,1885,1901,Closed,3,,
NCK1,NCK,1,Nagycenk,47.633,16.717,160,1961,,Open,2,,
NDA1,NDA,1,Nida,66.6,73,,,,Closed,3,,data held on microfilm at Kyoto
NER1,NER,1,Nerchinsk,51.317,119.617,,1841,1864,Closed,3,,
NEW1,NEW,1,Newport,48.2649,-117.1231,770,1966,,Open,2,http://geomag.usgs.gov,
NFW1,NFW,1,Neufahrwasser,54.417,18.65,,1891,1903,Closed,3,,
NGK1,NGK,1,Niemegk,52.072,12.675,78,1932,,Open,2,http://www.gfz-potsdam.de,
NGP1,NGP,1,Nagpur,21.14,79.04,334,1995,,Open,2,http://iigm.res.in/,
NHO1,NHO,1,Norway House,53.98,-97.83,,,,Closed,3,,Data held on microfilm at Kyoto
NKK1,NKK,1,Novokazalinsk,45.767,62.117,,1974,1993,Closed,3,,
NMP1,NMP,1,Nampula 1,-15.083,39.25,,1982,1984,Closed,3,,
NMP2,NMP,2,Nampula 2,-15.0886,39.2542,374,2007,,Uncertain,0,2020 vandalism reported,
NMT1,NMT,1,Numto,63.5,71.4,,,,Closed,3,,Data held on microfilm at Kyoto
NNT1,NNT,1,Nanortalik 1,60.133,-45.267,,1884,1885,Closed,3,,
NNT2,NNT,2,Nanortalik 2,60.15,-45.25,,1931,1931,Closed,3,,
NNT3,NNT,3,Nanortalik 3,60.133,-45.283,,1943,1943,Closed,3,,
NNT4,NNT,4,Nanortalik 4,60.15,-45.233,,1960,1960,Closed,3,,
NNV1,NNV,1,Nizhnedevitsk,51.517,38.367,,1935,1940,Closed,3,,
NOK1,NOK,1,Norilsk,69.2,88,,1969,1975,Closed,3,,
NOW1,NOW,1,Norman Wells,64.9,-125.5,,,,Uncertain,0,"University of California, Los Angeles",Variometer station part of International Magnetospheric Study. http://www-ssc.igpp.ucla.edu/SPDS/geomag/
NPF1,NPF,1,North Pole 6,83.6,9.5,,1957,1959,Closed,3,,
NPG1,NPG,1,North Pole 7,85.82,-91.87,,1957,1959,Closed,3,,
NPH1,NPH,1,North Pole 8,77.32,-171.7,,1959,1962,Closed,3,,
NPJ1,NPJ,1,North Pole 10,76.62,166.38,,1961,1962,Closed,3,,
NPL1,NPL,1,North Pole 12,79.08,-172.78,,1963,1964,Closed,3,,
NPM1,NPM,1,North Pole 13,81,165,,,,Closed,3,,Data held on microfilm at Kyoto
NRD1,NRD,1,Nord,81.6,-16.76,,1966,1970,Closed,3,,
NRW1,NRW,1,Northway,63.017,-141.8,,1958,1958,Closed,3,US Coast and Geodetic Survey,
NSM1,NSM,1,Nitzanim,31.733,34.6,,1963,1967,Closed,3,,
NTS1,NTS,1,Nantes,47.25,-1.567,,1923,1958,Closed,3,,
NUR1,NUR,1,Nurmijarvi,60.508,24.655,,1953,,Open,2,,
NVL1,NVL,1,Novolazarevskaya,-70.767,11.817,460,1961,,Closed,3,,
NVS1,NVS,1,Klyuchi (Novosibirsk),54.85,83.23,130,1967,,Open,2,,
NWP1,NWP,1,North West Pacific,41.102,159.963,,2001,2002,Closed,3,,
NWS1,NWS,1,Norway Station,-70.5,-2.533,,1960,1962,Closed,3,,
NYI1,NYI,1,New Year Island,-54.65,-64.15,,1902,1916,Closed,3,,
OAS1,OAS,1,Oasis,-66.3,100.717,,1957,1958,Closed,3,,
ODA1,ODA,1,Odessa,46.433,30.767,,1896,1925,Closed,3,,
ODE1,ODE,1,Odessa (Stepanovka),46.783,30.883,140,1936,2007,Closed,3,,
ODE2,ODE,2,Odessa 2 (Stepanovka),46.7769167,30.9001111,60,,,Provisional,1,Institute of Geophysics NAS of Ukraine,2018: Awaiting data delivery to WDC or Intermagnet
OKN1,OKN,1,Okinawa,24.75,125.33,,1977,1977,Uncertain,0,,
ONW1,ONW,1,Onagawa,38.43,141.47,,,,Closed,3,,Data held on microfilm at Kyoto
ORB1,ORB,1,Orange Bay (Cape Horn),-55.517,-68.083,,1883,1883,Closed,3,,
ORC1,ORC,1,Observatorio Magnetico Orcadas,-60.737,-44.737,,1905,,Open,2,,not continuous operation
OSL1,OSL,1,Oslo,59.917,10.717,,1843,1930,Closed,3,,
OTM1,OTM,1,Otomari,46.65,142.767,,1920,1943,Closed,3,,
OTT1,OTT,1,Ottawa,45.403,-75.552,75,1968,,Open,2,http://www.geomag.nrcan.gc.ca,
OUL1,OUL,1,Oulujarvi,64.52,27.23,130,1993,,Closed,3,,
PAB1,PAB,1,Paramaribo,5.817,-55.217,,1957,1974,Closed,3,,
PAF1,PAF,1,Port Aux Francais,-49.35,70.26,15,1957,,Open,2,http://www.bcmt.fr,
PAG1,PAG,1,Panagyurishte,42.515,24.177,556,1948,,Open,2,"http://www.geophys.bas.bg and 
http://www.gfz-potsdam.de
",
PAI1,PAI,1,Palmyra Island,5.88,-162.18,,1957,1958,Closed,3,US Coast and Geodetic Survey,
PAT1,PAT,1,Patrick,28.217,-80.617,,1954,1956,Closed,3,,
PBK1,PBK,1,Pevek,70.083,170.9,,,,Uncertain,0,,
PBQ1,PBQ,1,Poste-de-la-Baleine,55.277,-77.745,40,1985,2007,Closed,3,http://www.geomag.nrcan.gc.ca,
PBR1,PBR,1,Port Blair,11.81,92.72,31,,,Provisional,1,http://iigm.res.in/,Added in response to email from Dr B.Veenadhari 8 Apr 2014
PCU1,PCU,1,Price,39.6,-110.833,,1958,1958,Closed,3,US Coast and Geodetic Survey,
PEA1,PEA,1,Princess Elisabeth Antarctica (Utsteinen Nunatak- Dronning Maud Land),-71.95,23.35,1420,,,Provisional,1,Institut Royal Météorologique,Added in response to email from Alexandre Gonsette 17 Jan 2023
PEB1,PEB,1,Pelly Bay,68.5,-89.8,,1977,1977,Uncertain,0,,
PEG1,PEG,1,Penteli,38.05,23.867,,1959,1986,Closed,3,,
PEG2,PEG,2,Penteli 2,38.083,23.933,380,1987,,Open,2,,operation 1994-1998 uncertain
PEK1,PEK,1,Peking,39.95,116.467,,1868,1883,Closed,3,,
PER1,PER,1,Perpignan,42.7,2.883,,1885,1910,Closed,3,,
PET1,PET,1,Petropavlovsk,52.9,158.433,,1969,1972,Closed,3,,Opened 1967
PET2,PET,2,Paratunka (Petropavlovsk),52.971,158.248,50,1973,,Open,2,http://www.ikir.ru/en/About/index.html and http://www.gfz-potsdam.de,
PFK1,PFK,1,Port Foulke,78.3,-73,,1861,1861,Closed,3,,
PGC1,PGC,1,Philadelphia (Girard College),39.967,-75.183,,1840,1845,Closed,3,US Corps of Topographical Engineers,
PHU1,PHU,1,Phu Thuy,21.03,105.959,5,1978,,Open,2,"http://www.bcmt.fr
http://www.igp-vast.vn",
PIA1,PIA,1,Piran,45.5,13.7,,2008,,Provisional,1,,Added Jan 2021 / working towards INTERMAGNET membership / rudi@artal.si
PIF,PIF,1,Pituffik,76.536775,-68.824216,,,,Provisional,1,http://www.space.dtu.dk/,Request received from Anna Willer 16 Apr 2024
PIL1,PIL,1,Pilar,-31.667,-63.881,336,1905,,Open,2,,
PIO1,PIO,1,Pionerskaya,-69.733,95.5,,1957,1958,Closed,3,,
PJA1,PJA,1,Port Jeanne D'Arc,-49.55,69.817,,1930,1962,Closed,3,,not continuous operation
PLA1,PLA,1,Palau,7.333,134.483,,1926,1941,Closed,3,,
PLR1,PLR,1,Pelabuhan Ratu,-6.98,106.54972,54,2007,,Open,2,,
PLS1,PLS,1,Plaisance,-20.433,57.667,,1966,1976,Closed,3,,operation 1972-1975 uncertain
PMG1,PMG,1,Port Moresby,-9.408,147.152,80,1957,1993,Closed,3,http://www.ga.gov.au/,
PND1,PND,1,Pondicherry,12.02,79.85,36,1993,,Open,2,http://iigm.res.in/,
PNL1,PNL,1,Pantanal,-16.7,-56.2,,,,Provisional,1,,Request received from Katia Pinheiro 18 Feb 2014
PNN1,PNN,1,Penang 1,4.467,100.15,,1976,1976,Closed,3,,
PNN2,PNN,2,Penang 2,5.35,100.3,,1979,1979,Closed,3,,
POD1,POD,1,Podkamannaya Tunguska,61.6,90,,1969,1992,Closed,3,,
POD2,POD,2,Bor (Podkamennaya Tunguska),61.58,90.03,33,,,Closed,3,http://www.gcras.ru/eng/,Inactive since August 2016
POK1,POK,1,Poker Flat,65.13,-147.48,,,,Uncertain,0,University of Alaska,variometer
POL1,POL,1,Pola,44.863,13.847,,1881,1922,Closed,3,,
POT1,POT,1,Potsdam,52.383,13.0625,,1890,1907,Closed,3,,Operated in parallel with Seddin 1908-1931
PPT1,PPT,1,Pamatai,-17.567,-149.574,357,1968,,Open,2,http://www.bcmt.fr/,
PRA1,PRA,1,Prague,50.083,14.417,,1830,1926,Closed,3,,
PRG1,PRG,1,Progress,-69.384,76.384,,2009,,Open,2,,
PRU1,PRU,1,Pruhonice,49.983,14.55,,1946,1972,Closed,3,,
PSM1,PSM,1,Parc St Maur,48.817,2.483,49,1883,1900,Closed,3,,
PST1,PST,1,Port Stanley,-51.704,-57.893,135,1994,,Open,2,https://geomag.bgs.ac.uk,
PTL1,PTL,1,Pitlekaya,67.083,-173.383,,1879,1879,Closed,3,,
PTS1,PTS,1,Petsamo,69.533,31.25,,1933,1933,Closed,3,,
PTU1,PTU,1,Plateau,-79.25,40.5,,1966,1968,Closed,3,National Science Foundation (USA),
PTY1,PTY,1,Patacamaya,-17.25,-67.95,3789,1983,1995,Closed,3,,
QGZ1,QGZ,1,Qiongzhong,19,109.8,,1982,,Open,2,,
QIX1,QIX,1,Qianling,34.547,108.208,730,1984,,Open,2,,not continuous operation
QSB1,QSB,1,Qsaybeh,33.871,35.644,525,2000,2007,Closed,3,,
QUE1,QUE,1,Quetta,30.187,66.95,1737,1953,2004,Closed,3,,
QZH1,QZH,1,Quanzhou,24.9,118.6,10,1982,,Closed,3,,
QZH2,QZH,2,Quanzhou,25,118.5,,2009,,Open,2,,Opened 2006
RAC1,RAC,1,Raciborz,50,18.2,,,,Uncertain,0,,
RBD1,RBD,1,Roi Baudouin 1,-70.433,24.317,,1958,1959,Closed,3,,
RBD2,RBD,2,Roi Baudouin 2,-70.433,24.3,,1964,1966,Closed,3,,
RDJ1,RDJ,1,Rio De Janeiro,-22.9,-43.167,,1837,1910,Closed,3,,not continuous operation
REG1,REG,1,Regensberg,47.483,8.45,,1931,1975,Closed,3,,
RES1,RES,1,Resolute Bay,74.69,-94.895,30,1952,,Open,2,http://www.geomag.nrcan.gc.ca,
REU1,REU,1,Reunion,-21.205876,55.576477,1580.39,,,Provisional,1,http://www.bcmt.fr/,requested by Benoit (heumez@ipgp.fr) 25-3-2022
RFH1,RFH,1,Refuge Harbour,78.533,-72.383,,1924,1924,Closed,3,,
RIT1,RIT,1,Rankin Inlet,62.8,-92.1,,,,Closed,3,,data held on microfilm at Kyoto
RKT1,RKT,1,Rajkot,22.29,70.74,126,,,Open,2,http://iigm.res.in/,
ROB1,ROB,1,Roburent,44.3,7.883,,1964,1973,Closed,3,,
ROD1,ROD,1,Rostov On Don,47.22,39.68,,,,Uncertain,0,,
ROK1,ROK,1,Rostock,54.1,12.15,,1890,1903,Closed,3,,operation uncertain 1896-1902
RPC1,RPC,1,Rapid City,44.15,-103.1,,,,Uncertain,0,"University of California, Los Angeles",variometer
RSV1,RSV,1,Rude Skov,55.85,12.45,48,1907,1980,Closed,3,,
RYB1,RYB,1,Rybachy,69.9,31.9,,,,Uncertain,0,,
SAB1,SAB,1,Sabhawala,30.362,77.796,498,1964,,Closed,3,,
SAG1,SAG,1,Sagastyr,73.383,126.6,,1883,1883,Closed,3,,
SAH1,SAH,1,Sachs Harbour,72,-125,,,,Uncertain,0,University of Alaska,variometer
SAN1,SAN,1,Sanya,18.2,109.5,,,,Uncertain,0,,
SAS1,SAS,1,Saskatoon,52.1,-106.6,,,,Uncertain,0,,
SBA1,SBA,1,Scott Base,-77.85,166.763,16,1957,,Open,2,,
SBL1,SBL,1,Sable Island,43.932,-60.009,5,1999,,Open,2,https://geomag.bgs.ac.uk,
SCO1,SCO,1,Scoresby Sund 1 (Hekla Havn),70.467,-26.2,,1892,1892,Closed,3,,
SCO2,SCO,2,Scoresby Sund 2,70.483,-21.967,,1933,1933,Closed,3,,
SDN1,SDN,1,Sydney,-33.883,151.183,,1892,1892,Closed,3,,
SED1,SED,1,Seddin,52.278,13.01,,1908,1931,Closed,3,,
SEL1,SEL,1,Santa Elena,10.921,-85.612,288,,,Provisional,1,Instituto Costariccense de Electricidade,Operation started 24 Feb 2018. Info from John Riddick and Chris Turbitt
SEO1,SEO,1,Seoul,37.58,127.05,,,,Uncertain,0,,
SEY1,SEY,1,Seykha,70.1,72.5,,,,Closed,3,,Data held on microfilm at Kyoto
SFS1,SFS,1,San Fernando,36.467,-6.2,,1880,1979,Closed,3,,
SFS2,SFS,2,San Fernando 2,36.5,-6.117,,1991,2005,Closed,3,,
SFS3,SFS,3,San Fernando 3,36.667,-5.945,111,2005,,Open,2,http://www.roa.es,
SGE1,SGE,1,South Georgia (Moltke Harbour),-54.283,-36.483,,1883,1883,Closed,3,,
SGE2,SGE,2,South Georgia (Grytviken),-54.283,-36.493,7,1975,1982,Closed,3,https://www.bas.ac.uk,
SHB1,SHB,1,Shepherd Bay,68.75,-93.75,,1966,1966,Uncertain,0,,
SHE1,SHE,1,St Helena,-15.961,-5.474,586,2010,,Open,2,http://www.gfz-potsdam.de,
SHL1,SHL,1,Shillong,25.56,91.86,1613,1976,1995,Closed,3,http://iigm.res.in/,
SHT1,SHT,1,Shatsk,53.98,41.85,,,,Closed,3,,Electric field E only
SHU1,SHU,1,Shumagin,55.3472,-160.4644,84,2004,,Open,2,http://geomag.usgs.gov,
SIL1,SIL,1,Silchar,24.68,92.76,63,1999,2005,Closed,3,http://iigm.res.in/,
SIM1,SIM,1,Simferopol',44.833,34.067,,1959,1959,Closed,3,,
SIN1,SIN,1,Singapore,1.283,103.85,,1840,1847,Closed,3,,
SIT1,SIT,1,Sitka 1,57.05,-135.333,24,1902,1939,Closed,3,USGS,
SIT2,SIT,2,Sitka 2,57.0576,-135.3273,24,1940,,Open,2,http://geomag.usgs.gov,
SJB1,SJB,1,Sao Jose dos Campos,-23.2,-45.867,,1973,1975,Closed,3,,
SJG1,SJG,1,San Juan 1,18.383,-66.117,,1926,1964,Closed,3,USGS,
SJG2,SJG,2,San Juan 2,18.111,-66.1498,424,1965,,Open,2,http://geomag.usgs.gov,
SJL1,SJL,1,San Jose Las Lajas,23.017,-82.65,,1964,1976,Closed,3,,
SKT1,SKT,1,Sukkertoppen,65.417,-52.917,,1965,1965,Closed,3,,
SLU1,SLU,1,Slutsk,59.683,30.483,,1878,1944,Closed,3,,Operation uncertain 1942-3
SMA1,SMA,1,Santa Maria,36.96,-25.13,,,,Provisional,1,http://www.gfz-potsdam.de,IAGA2015 V-OBS minutes
SMG1,SMG,1,Sao Miguel,37.767,-25.65,,1911,1977,Closed,3,,
SNA1,SNA,1,Sanae 1,-70.3,-2.367,,1962,1970,Closed,3,,
SNA2,SNA,2,Sanae 2,-70.317,-2.333,,1971,1978,Closed,3,,
SNA3,SNA,3,Sanae 3,-70.317,-2.417,52,1979,1989,Closed,3,,
SNT1,SNT,1,Santiago 1,-33.433,-70.633,,1850,1852,Closed,3,,
SNT2,SNT,2,Santiago 2,-33.45,-70.7,,1899,1909,Closed,3,,
SNV1,SNV,1,Sinji Vrh,45.899,13.94,,,,Provisional,1,http://www.viviss.si/lga/,Status update from Mojca Miklavec on 26 Jun 2015
SOD1,SOD,1,Sodankyla 1,67.467,26.6,,1883,1883,Closed,3,,
SOD2,SOD,2,Sodankyla 2,67.367,26.633,,1914,1944,Closed,3,,
SOD3,SOD,3,Sodankyla 3,67.367,26.633,178,1946,,Open,2,,
SOG1,SOG,1,Sogra,62.8,46.25,,,,Uncertain,0,,
SOK1,SOK,1,Sop,14.4953,343.5437,10,,,Provisional,1,http://www.bcmt.fr/,Request recieived from Benoit Huemez 11 May 2020
SON1,SON,1,Sonmiani,25.192,66.75,5,2010, ,Open,2,,
SOR1,SOR,1,Soroa,22.78,-83,,,,Closed,3,,Electric field E only
SPA1,SPA,1,South Pole (Amundsen Scott),-89.993,-13.322,,1959,1971,Closed,3,US Antarctic Program,
SPB1,SPB,1,Spitzbergen,78.5,15.1,,,,Closed,3,,data in book at Kyoto
SPE1,SPE,1,St. Petersburg,59.933,30.333,,1869,1877,Closed,3,,
SPG1,SPG,1,St Petersburg (Krasnoe Lake),60.542,29.716,46,2015,,Open,2,http://www.gcras.ru/index_e.html,
SPL1,SPL,1,Siple,-76,-84,,,,Uncertain,0,University of Stanford,variometer
SPT1,SPT,1,San Pablo Toledo,39.547,-4.349,922,1981,,Open,2,http://www.ign.es/,
SRE1,SRE,1,Srednikan,62.433,152.317,,1936,1966,Closed,3,,
SRG1,SRG,1,Serang,-6.17132,106.051,192,,,Provisional,1,"Badan Meteorologi, Klimatologi dan Geofisika (BMKG) Indonesia",Request received from Yosi Setiawan (BMKG) 04 Dec 2024
SRO1,SRO,1,Srobarova,47.8,18.3,,,,Uncertain,0,,
SSH1,SSH,1,Sheshan (Zo-Se),31.1,121.183,100,1933,2006,Closed,3,,
SSO1,SSO,1,Simosato,33.575,135.94,,1954,1977,Closed,3,,
STF1,STF,1,Sdr Stromfjord (Kangerlussuaq),67.02,-50.72,,1972,1972,Uncertain,0,http://www.space.dtu.dk/,Variometer station without absolute measurements
STH1,STH,1,St Helier,49.2,-2.083,,1898,1907,Closed,3,,
STJ1,STJ,1,St John's,47.595,-52.677,100,1968,,Open,2,http://www.geomag.nrcan.gc.ca,
STO1,STO,1,Stonyhurst,53.85,-2.467,,1865,1967,Closed,3,https://geomag.bgs.ac.uk,
STT1,STT,1,Sao Teotonio ,37.5466,-8.7276,115,,,Provisional,1,IPMA/GFZ,Request received 5 Mar 2020
SUA1,SUA,1,Surlari,44.68,26.253,84,1949,,Open,2,http://www.igr.ro/ and http://www.gfz-potsdam.de,
SUB1,SUB,1,Sudbury,42.2,-71.28,,,,Uncertain,0,US Air Force Geophysics Laboratory,variometer data from SPIDR?
SVD1,SVD,1,Vysokaya Dubrava,56.733,61.067,,1932,1976,Closed,3,,
SVE1,SVE,1,Sverdlovsk (Yekaterinburg),56.833,60.633,,1841,1931,Closed,3,,Operation uncertain 1871-1886. Sometimes coded EKT.
SVG1,SVG,1,Sveagruva,77.9,16.75,,1933,1933,Closed,3,,
SWI1,SWI,1,Swider,52.117,21.25,,1921,1974,Closed,3,,
SYD1,SYD,1,Sydney,-33.883,151.183,,1892,1892,Closed,3,,
SYG1,SYG,1,Shaoyang,27.2,111.5,,,,Closed,3,,Opened 1983
SYO1,SYO,1,Syowa Station,-69.007,39.584,0,1966, ,Open,2,http://www.nipr.ac.jp/english/,
SZA1,SZA,1,Stettin-Zabelsdorf,53.45,14.567,,1892,1901,Closed,3,,
TAA1,TAA,1,Taijan,36.3,117.1,,,,Closed,3,,Opened 1982
TAA1,TAA,1,Terre Adelie,-66.67,140.02,,1957,1957,Uncertain,0,,
TAC1,TAC,1,Tacubaya,19.4,-99.2,,1889,1902,Closed,3,,Continuous operation not certain
TAH1,TAH,1,Tahiti,-17.55,-149.617,,1958,1972,Closed,3,,Operation 1960-1965 uncertain
TAL1,TAL,1,Talara,-4.63,-81.3,,1957,1960,Uncertain,0,,
TAM1,TAM,1,Tamanrasset,22.7925,5.532,1373,1932,,Open,2,http://www.bcmt.fr,
TAN1,TAN,1,Antananarivo,-18.917,47.552,1375,1890,2007,Closed,3,http://www.bcmt.fr,
TAP1,TAP,1,Taihoku,25.033,121.517,,1919,1940,Closed,3,,
TAP2,TAP,2,Taipei,25.033,121.517,,1951,1967,Closed,3,,
TAS1,TAS,1,Tashkent,41.333,69.3,,1883,1935,Closed,3,,operation not continuous
TAY1,TAY,1,Taiyuan,37.7,112.5,,,,Closed,3,,Opened 1983
TCM1,TCM,1,Tucuman,-26.8,-65.15,,,,Uncertain,0,,
TCN1,TCN,1,Tate's Cairn,22.367,114.217,,1972,1978,Closed,3,,
TDC1,TDC,1,Tristan da Cunha,-37.067,-12.315,42,2009,2018,Closed,3,www.gfz-potsdam.de,
TDC2,TDC,2,Tristan da Cunha,-37.067,-12.316,41,2018,,Open,2,www.gfz-potsdam.de,
TEH1,TEH,1,Tehran,35.733,51.383,,1960,1973,Closed,3,,
TEL1,TEL,1,Tellnitz,50.733,13.967,,1933,1934,Closed,3,,
TEN1,TEN,1,Santa Cruz de Tenerife (Las Mesas),28.483,-16.267,310,1959,1992,Closed,3,,
TEO1,TEO,1,Teoloyucan,19.747,-99.182,2280,1914,2008,Uncertain,0,,
TEV1,TEV,1,Tevriz,57.5,72.4,,,,Closed,3,,Data on microfilm at Kyoto
TFS1,TFS,1,Dusheti (Tbilisi),42.092,44.705,980,1938,2003,Closed,3,,
TGO1,TGO,1,Toungoo,18.933,96.45,,1905,1932,Closed,3,,
THD1,THD,1,Thule 1 (Dundas),76.533,-68.9,,1933,1933,Closed,3,,
THJ1,THJ,1,Tonghai,24,102.7,1820,1985,,Open,2,,continuous operation not certain
THL1,THL,1,Qaanaaq (Thule),77.47,-69.227,57,1955,,Open,2,http://www.space.dtu.dk,
THU1,THU,1,Thule 2 (Air Force Base),76.533,-69.05,,1947,1952,Closed,3,,
THY1,THY,1,Tihany,46.9,17.8933,187,1955,,Open,2,,
TIF1,TIF,1,Tiflis,41.717,44.8,,1879,1905,Closed,3,,Opened in 1844
TIK1,TIK,1,Tiksi,71.583,129,40,1944,,Open,2,,Operation not continuous
TIO1,TIO,1,Tiouine,30.927,-7.26,,,1993,Closed,3,,
TIP1,TIP,1,Tiruchirapalli,10.8,78.7,,,,Closed,3,,Data on microfilm at Kyoto
TIR1,TIR,1,Tirunelveli,8.67,77.81,34,1999,,Open,2,http://iigm.res.in/,
TJO1,TJO,1,Tjornes,66.2,-17.12,,,,Uncertain,0,,
TKH1,TKH,1,Tikhaya Bay,80.333,52.8,,1933,1958,Closed,3,,Operation uncertain 1947-1950
TKT1,TKT,1,Yangi -Bazar (Tashkent),41.333,69.617,810,1964,2006,Uncertain,0,,
TLK1,TLK,1,Talkeetna,63.3,-150.1,,,,Uncertain,0,,
TLS1,TLS,1,Toulouse,43.617,1.467,,1882,1905,Closed,3,,
TMB1,TMB,1,Tambey,71.5,71.8,,,,Closed,3,,data on microfilm at Kyoto
TMK1,TMK,1,Tomsk,56.467,84.933,,1958,1969,Closed,3,,
TMP1,TMP,1,Thompson,55.72,-97.88,,,,Closed,3,,Data on microfilm at Kyoto
TNB1,TNB,1,Terra Nova Bay,-74.683,164.117,28,1987,,Closed,3,,
TND1,TND,1,Tondano,1.29,124.95,704,2001,,Closed,3,,continuous operation uncertain
TNG1,TNG,1,Tangerang,-6.167,106.633,14,1964,2003,Closed,3,,
TOH1,TOH,1,Toyohara,46.967,142.75,,1932,1944,Closed,3,,
TOK1,TOK,1,Tokyo,35.683,139.75,,1887,1912,Closed,3,,
TOL1,TOL,1,Toledo,39.883,-4.05,,1947,1981,Closed,3,,
TOO1,TOO,1,Toolangi,-37.533,145.467,,1922,1979,Closed,3,http://www.ga.gov.au/,
TOR1,TOR,1,Toronto,43.667,-79.5,,1840,1898,Closed,3,,
TPA1,TPA,1,Tampa,27.82,-82.5,,,,Uncertain,0,US Air Force Geophysics Laboratory,variometer data from http://www-ssc.igpp.ucla.edu/SPDS/geomag/html/gsinfo.html
TPB1,TPB,1,Teplitz Bay,81.8,57.983,,1904,1904,Closed,3,,
TRD1,TRD,1,Trivandrum 1,8.517,77,,1854,1869,Closed,3,,
TRD2,TRD,2,Trivandrum 2,8.483,76.95,300,1957,1999,Closed,3,,
TRO1,TRO,1,Tromso,69.663,18.948,105,1930,,Open,2,http://geo.phys.uit.no/,
TRW1,TRW,1,Trelew,-43.267,-65.383,15,1957,,Open,2,,
TSI1,TSI,1,Tsingtao (Qingdao),36.067,120.317,,1906,1936,Closed,3,,
TSK1,TSK,1,Tasiusak,65.617,-37.55,,1899,1899,Closed,3,,
TST1,TST,1,Tungsten,62,-128.15,,,,Uncertain,0,State University of New York,
TSU1,TSU,1,Tsumeb,-19.202,17.584,1273,1964,,Open,2,http://www.sansa.org.za/spacescience,"operation 1990-91, 2009 uncertain"
TSY1,TSY,1,Tianshui,34.5,105.9,,,,Closed,3,,Opened 1983
TTB1,TTB,1,Tatuoca 1,-1.2,-48.517,,1933,1933,Closed,3,,
TTB2,TTB,2,Tatuoca,-1.205,-48.513,10,1957,,Open,2,Observatorio Nacional / GFZ German Research Centre for Geosciences,
TUC1,TUC,1,Tucson 1,32.25,-110.833,,1910,1995,Closed,3,http://geomag.usgs.gov,
TUC2,TUC,2,Tucson 2,32.1745,-110.7337,946,1996,,Open,2,http://geomag.usgs.gov,
TUL1,TUL,1,Tulsa,35.917,-95.783,328,1968,1989,Closed,3,Oklahoma Geophysical Observatory,continuous operation uncertain
TUM1,TUM,1,Tumanny,69.14,35.82,,,,Uncertain,0,,
TUN1,TUN,1,Tuntungan,3.517,98.567,86,1982,2003,Closed,3,,continuous operation uncertain
TYN1,TYN,1,Toyohara New,46.969,142.751,,1932,1940,Closed,3,,
UBA1,UBA,1,Ulan Bator,47.85,106.75,1615,1966,1977,Closed,3,,
UCC1,UCC,1,Uccle,50.798,4.362,,1891,1947,Closed,3,,
UGT1,UGT,1,Ugut,61,74,,,,Closed,3,,Data on microfilm at Kyoto
UJJ1,UJJ,1,Ujjain,23.183,75.783,,1976,2003,Closed,3,,
UKH1,UKH,1,Ukhta,60.5,74,,,,Closed,3,,Data on microfilm at Kyoto
UMA1,UMA,1,Umba,66.7,34.5,,,,Uncertain,0,,
UPS1,UPS,1,Uppsala (Fiby),59.903,17.353,50,1998,,Open,2,http://www.sgu.se,
URC1,URC,1,Uranium City,59.6,-108.5,,,,Uncertain,0,,
UTR1,UTR,1,Utrecht,52.083,5.117,,1891,1898,Closed,3,,
VAL1,VAL,1,Valentia,51.933,-10.25,14,1899,,Open,2,,
VAN1,VAN,1,Van Rensselaer,78.617,-70.667,,1854,1854,Closed,3,,
VIC1,VIC,1,Victoria,48.52,-123.42,197,1956,,Open,2,http://www.geomag.nrcan.gc.ca,
VLA1,VLA,1,Gornotayozhnaya (Vladivostok),43.683,132.167,300,1958,1997,Closed,3,,
